country_code,country,year,population,age_range,rate_type,suicide_rate,lower_bound,upper_bound
776,Tonga,2019,Female,35 to 44 years,RATE_PER_100000,3.02,,
776,Tonga,2019,Female,75 to 84 years,RATE_PER_100000,7.89,,
690,Seychelles,2019,Male,Total years,RATE_PER_100000,14.4369,9.63,20.5919
760,Syrian Arab Republic,2019,Total,35 to 44 years,RATE_PER_100000,2.83,,
760,Syrian Arab Republic,2019,Total,45 to 54 years,RATE_PER_100000,2.74,,
760,Syrian Arab Republic,2019,Total,85 plus years,RATE_PER_100000,6.07,,
760,Syrian Arab Republic,2019,Female,15 to 29 years,RATE_PER_100000,0.89,,
760,Syrian Arab Republic,2019,Female,65 to 74 years,RATE_PER_100000,1.23,,
760,Syrian Arab Republic,2019,Male,25 to 34 years,RATE_PER_100000,4.84,,
760,Syrian Arab Republic,2019,Male,35 to 44 years,RATE_PER_100000,4.81,,
768,Togo,2019,Male,15 to 29 years,RATE_PER_100000,9.58,,
768,Togo,2019,Male,55 to 64 years,RATE_PER_100000,53.3,,
764,Thailand,2019,Total,15 to 24 years,RATE_PER_100000,6.84,,
764,Thailand,2019,Total,65 to 74 years,RATE_PER_100000,11.69,,
764,Thailand,2019,Female,15 to 19 years,RATE_PER_100000,1.12,,
764,Thailand,2019,Female,15 to 24 years,RATE_PER_100000,1.23,,
764,Thailand,2019,Female,25 to 34 years,RATE_PER_100000,2.72,,
764,Thailand,2019,Female,65 to 74 years,RATE_PER_100000,5.45,,
764,Thailand,2019,Female,85 plus years,RATE_PER_100000,10.21,,
764,Thailand,2019,Male,15 to 29 years,RATE_PER_100000,16.93,,
762,Tajikistan,2019,Total,15 to 24 years,RATE_PER_100000,5,,
762,Tajikistan,2019,Total,15 to 29 years,RATE_PER_100000,5.44,,
762,Tajikistan,2019,Total,25 to 34 years,RATE_PER_100000,6.38,,
762,Tajikistan,2019,Total,30 to 49 years,RATE_PER_100000,7.55,,
762,Tajikistan,2019,Total,35 to 44 years,RATE_PER_100000,8.1,,
762,Tajikistan,2019,Total,55 to 64 years,RATE_PER_100000,7.32,,
762,Tajikistan,2019,Female,15 to 24 years,RATE_PER_100000,4.71,,
762,Tajikistan,2019,Female,30 to 49 years,RATE_PER_100000,3.79,,
762,Tajikistan,2019,Female,65 to 74 years,RATE_PER_100000,6.5,,
762,Tajikistan,2019,Male,35 to 44 years,RATE_PER_100000,12.63,,
762,Tajikistan,2019,Male,65 to 74 years,RATE_PER_100000,12.05,,
795,Turkmenistan,2019,Total,35 to 44 years,RATE_PER_100000,8.71,,
795,Turkmenistan,2019,Total,65 to 74 years,RATE_PER_100000,8.94,,
795,Turkmenistan,2019,Total,75 to 84 years,RATE_PER_100000,10.01,,
795,Turkmenistan,2019,Female,15 to 19 years,RATE_PER_100000,5.86,,
795,Turkmenistan,2019,Female,35 to 44 years,RATE_PER_100000,2.19,,
795,Turkmenistan,2019,Female,85 plus years,RATE_PER_100000,14.99,,
795,Turkmenistan,2019,Male,35 to 44 years,RATE_PER_100000,15.43,,
795,Turkmenistan,2019,Male,55 to 64 years,RATE_PER_100000,10.15,,
626,Timor-Leste,2019,Total,45 to 54 years,RATE_PER_100000,5.34,,
626,Timor-Leste,2019,Female,45 to 54 years,RATE_PER_100000,2.82,,
626,Timor-Leste,2019,Female,65 to 74 years,RATE_PER_100000,5.99,,
626,Timor-Leste,2019,Male,15 to 19 years,RATE_PER_100000,5.86,,
626,Timor-Leste,2019,Male,15 to 24 years,RATE_PER_100000,7.6,,
626,Timor-Leste,2019,Male,65 to 74 years,RATE_PER_100000,15.85,,
626,Timor-Leste,2019,Male,Total years,RATE_PER_100000,5.33,1.97,9.06
776,Tonga,2019,Total,15 to 19 years,RATE_PER_100000,5.07,,
776,Tonga,2019,Total,55 to 64 years,RATE_PER_100000,6.38,,
776,Tonga,2019,Total,65 to 74 years,RATE_PER_100000,7.53,,
776,Tonga,2019,Total,85 plus years,RATE_PER_100000,19.92,,
795,Turkmenistan,2019,Total,15 to 24 years,RATE_PER_100000,8.19,,
795,Turkmenistan,2019,Total,15 to 29 years,RATE_PER_100000,7.92,,
795,Turkmenistan,2019,Total,30 to 49 years,RATE_PER_100000,8.66,,
795,Turkmenistan,2019,Total,45 to 54 years,RATE_PER_100000,7.44,,
795,Turkmenistan,2019,Total,Total years,RATE_PER_100000,5.66,3.96,7.87
795,Turkmenistan,2019,Female,55 to 64 years,RATE_PER_100000,3.49,,
795,Turkmenistan,2019,Male,25 to 34 years,RATE_PER_100000,13.35,,
795,Turkmenistan,2019,Male,30 to 49 years,RATE_PER_100000,15.09,,
626,Timor-Leste,2019,Total,15 to 29 years,RATE_PER_100000,5.29,,
626,Timor-Leste,2019,Total,30 to 49 years,RATE_PER_100000,4.72,,
626,Timor-Leste,2019,Total,75 to 84 years,RATE_PER_100000,12.88,,
626,Timor-Leste,2019,Total,Total years,RATE_PER_100000,3.69,1.35,6.26
626,Timor-Leste,2019,Female,25 to 34 years,RATE_PER_100000,2.25,,
626,Timor-Leste,2019,Female,35 to 44 years,RATE_PER_100000,2.03,,
626,Timor-Leste,2019,Male,35 to 44 years,RATE_PER_100000,6.92,,
626,Timor-Leste,2019,Male,55 to 64 years,RATE_PER_100000,9.09,,
776,Tonga,2019,Total,15 to 24 years,RATE_PER_100000,5.92,,
776,Tonga,2019,Total,15 to 29 years,RATE_PER_100000,5.89,,
776,Tonga,2019,Total,35 to 44 years,RATE_PER_100000,4.95,,
776,Tonga,2019,Total,Total years,RATE_PER_100000,3.82,2.27,6.05
760,Syrian Arab Republic,2019,Male,85 plus years,RATE_PER_100000,10.02,,
760,Syrian Arab Republic,2019,Male,Total years,RATE_PER_100000,3.2,1.93,4.88
148,Chad,2019,Total,Total years,RATE_PER_100000,6.44,3.59,10.5836
148,Chad,2019,Female,15 to 29 years,RATE_PER_100000,1.79,,
776,Tonga,2019,Female,25 to 34 years,RATE_PER_100000,3.19,,
776,Tonga,2019,Female,30 to 49 years,RATE_PER_100000,2.84,,
776,Tonga,2019,Female,45 to 54 years,RATE_PER_100000,2.83,,
776,Tonga,2019,Female,55 to 64 years,RATE_PER_100000,5.08,,
148,Chad,2019,Female,25 to 34 years,RATE_PER_100000,2.08,,
148,Chad,2019,Female,45 to 54 years,RATE_PER_100000,9.82,,
148,Chad,2019,Female,55 to 64 years,RATE_PER_100000,20.2,,
148,Chad,2019,Male,15 to 19 years,RATE_PER_100000,4.77,,
148,Chad,2019,Male,55 to 64 years,RATE_PER_100000,43.78,,
148,Chad,2019,Male,Total years,RATE_PER_100000,9.59,5.41,15.2723
768,Togo,2019,Total,15 to 29 years,RATE_PER_100000,6.15,,
768,Togo,2019,Total,45 to 54 years,RATE_PER_100000,24.5,,
768,Togo,2019,Total,65 to 74 years,RATE_PER_100000,50.79,,
768,Togo,2019,Total,75 to 84 years,RATE_PER_100000,66.19,,
768,Togo,2019,Total,85 plus years,RATE_PER_100000,220.89,,
768,Togo,2019,Female,15 to 29 years,RATE_PER_100000,2.7,,
776,Tonga,2019,Male,15 to 24 years,RATE_PER_100000,7.99,,
780,Trinidad and Tobago,2019,Total,15 to 19 years,RATE_PER_100000,8.28,,
780,Trinidad and Tobago,2019,Total,15 to 24 years,RATE_PER_100000,12.91,,
780,Trinidad and Tobago,2019,Total,15 to 29 years,RATE_PER_100000,12.45,,
780,Trinidad and Tobago,2019,Total,25 to 34 years,RATE_PER_100000,12.68,,
780,Trinidad and Tobago,2019,Total,65 to 74 years,RATE_PER_100000,7.83,,
780,Trinidad and Tobago,2019,Female,35 to 44 years,RATE_PER_100000,4.31,,
780,Trinidad and Tobago,2019,Male,25 to 34 years,RATE_PER_100000,19.89,,
768,Togo,2019,Female,35 to 44 years,RATE_PER_100000,5.59,,
768,Togo,2019,Female,75 to 84 years,RATE_PER_100000,31.53,,
768,Togo,2019,Female,85 plus years,RATE_PER_100000,99.69,,
768,Togo,2019,Male,65 to 74 years,RATE_PER_100000,82.35,,
764,Thailand,2019,Total,15 to 29 years,RATE_PER_100000,9.42,,
764,Thailand,2019,Total,25 to 34 years,RATE_PER_100000,15.66,,
764,Thailand,2019,Total,30 to 49 years,RATE_PER_100000,12.04,,
764,Thailand,2019,Total,55 to 64 years,RATE_PER_100000,8.48,,
764,Thailand,2019,Total,75 to 84 years,RATE_PER_100000,13.85,,
764,Thailand,2019,Female,15 to 29 years,RATE_PER_100000,1.67,,
764,Thailand,2019,Female,30 to 49 years,RATE_PER_100000,3.06,,
764,Thailand,2019,Female,35 to 44 years,RATE_PER_100000,3.01,,
780,Trinidad and Tobago,2019,Male,75 to 84 years,RATE_PER_100000,17.62,,
788,Tunisia,2019,Total,55 to 64 years,RATE_PER_100000,3.73,,
788,Tunisia,2019,Female,15 to 29 years,RATE_PER_100000,2.26,,
788,Tunisia,2019,Female,25 to 34 years,RATE_PER_100000,2.67,,
788,Tunisia,2019,Female,35 to 44 years,RATE_PER_100000,3,,
788,Tunisia,2019,Female,55 to 64 years,RATE_PER_100000,1.79,,
788,Tunisia,2019,Male,15 to 19 years,RATE_PER_100000,3.42,,
788,Tunisia,2019,Male,15 to 29 years,RATE_PER_100000,5.65,,
792,TÃ¼rkiye,2019,Total,55 to 64 years,RATE_PER_100000,2.94,,
792,TÃ¼rkiye,2019,Female,15 to 19 years,RATE_PER_100000,2.65,,
792,TÃ¼rkiye,2019,Female,15 to 29 years,RATE_PER_100000,2.03,,
792,TÃ¼rkiye,2019,Female,45 to 54 years,RATE_PER_100000,1.04,,
792,TÃ¼rkiye,2019,Female,55 to 64 years,RATE_PER_100000,1.09,,
792,TÃ¼rkiye,2019,Female,65 to 74 years,RATE_PER_100000,1.74,,
792,TÃ¼rkiye,2019,Male,15 to 19 years,RATE_PER_100000,2.62,,
792,TÃ¼rkiye,2019,Male,30 to 49 years,RATE_PER_100000,4.98,,
792,TÃ¼rkiye,2019,Male,75 to 84 years,RATE_PER_100000,6.93,,
764,Thailand,2019,Female,55 to 64 years,RATE_PER_100000,3.53,,
764,Thailand,2019,Female,Total years,RATE_PER_100000,2.93,1.78,4.48
764,Thailand,2019,Male,15 to 19 years,RATE_PER_100000,7.52,,
764,Thailand,2019,Male,30 to 49 years,RATE_PER_100000,21.44,,
834,United Republic of Tanzania,2019,Total,15 to 19 years,RATE_PER_100000,2.53,,
834,United Republic of Tanzania,2019,Total,15 to 24 years,RATE_PER_100000,3.27,,
834,United Republic of Tanzania,2019,Total,25 to 34 years,RATE_PER_100000,4.82,,
834,United Republic of Tanzania,2019,Total,30 to 49 years,RATE_PER_100000,6.11,,
764,Thailand,2019,Male,65 to 74 years,RATE_PER_100000,19.24,,
764,Thailand,2019,Male,85 plus years,RATE_PER_100000,32.27,,
764,Thailand,2019,Male,Total years,RATE_PER_100000,15.0468,9.3,22.4502
762,Tajikistan,2019,Total,45 to 54 years,RATE_PER_100000,7.64,,
776,Tonga,2019,Female,85 plus years,RATE_PER_100000,11.38,,
776,Tonga,2019,Male,15 to 29 years,RATE_PER_100000,8.09,,
776,Tonga,2019,Male,35 to 44 years,RATE_PER_100000,7.15,,
776,Tonga,2019,Male,45 to 54 years,RATE_PER_100000,5.9,,
776,Tonga,2019,Male,75 to 84 years,RATE_PER_100000,13.04,,
776,Tonga,2019,Male,85 plus years,RATE_PER_100000,31.55,,
780,Trinidad and Tobago,2019,Total,30 to 49 years,RATE_PER_100000,11.14,,
780,Trinidad and Tobago,2019,Total,35 to 44 years,RATE_PER_100000,10.52,,
780,Trinidad and Tobago,2019,Total,75 to 84 years,RATE_PER_100000,9.51,,
780,Trinidad and Tobago,2019,Female,15 to 19 years,RATE_PER_100000,4.96,,
780,Trinidad and Tobago,2019,Female,55 to 64 years,RATE_PER_100000,2.13,,
780,Trinidad and Tobago,2019,Female,75 to 84 years,RATE_PER_100000,3.56,,
780,Trinidad and Tobago,2019,Female,Total years,RATE_PER_100000,3.59,2.23,5.42
780,Trinidad and Tobago,2019,Male,15 to 24 years,RATE_PER_100000,17.38,,
780,Trinidad and Tobago,2019,Male,30 to 49 years,RATE_PER_100000,17.77,,
780,Trinidad and Tobago,2019,Male,Total years,RATE_PER_100000,13.8856,9.2,19.9857
788,Tunisia,2019,Total,15 to 19 years,RATE_PER_100000,2.58,,
788,Tunisia,2019,Total,15 to 24 years,RATE_PER_100000,3.51,,
788,Tunisia,2019,Total,15 to 29 years,RATE_PER_100000,4,,
788,Tunisia,2019,Total,75 to 84 years,RATE_PER_100000,6.64,,
788,Tunisia,2019,Total,85 plus years,RATE_PER_100000,12.18,,
788,Tunisia,2019,Total,Total years,RATE_PER_100000,3.27,1.76,5.58
788,Tunisia,2019,Female,15 to 19 years,RATE_PER_100000,1.67,,
788,Tunisia,2019,Female,15 to 24 years,RATE_PER_100000,2.18,,
788,Tunisia,2019,Female,30 to 49 years,RATE_PER_100000,2.78,,
788,Tunisia,2019,Male,25 to 34 years,RATE_PER_100000,7.41,,
788,Tunisia,2019,Male,65 to 74 years,RATE_PER_100000,7.32,,
788,Tunisia,2019,Male,75 to 84 years,RATE_PER_100000,11.13,,
792,TÃ¼rkiye,2019,Total,45 to 54 years,RATE_PER_100000,3.16,,
792,TÃ¼rkiye,2019,Total,75 to 84 years,RATE_PER_100000,4.31,,
792,TÃ¼rkiye,2019,Female,30 to 49 years,RATE_PER_100000,1.08,,
792,TÃ¼rkiye,2019,Female,75 to 84 years,RATE_PER_100000,2.43,,
792,TÃ¼rkiye,2019,Female,Total years,RATE_PER_100000,1.22,0.79,1.8
792,TÃ¼rkiye,2019,Male,15 to 29 years,RATE_PER_100000,3.71,,
792,TÃ¼rkiye,2019,Male,55 to 64 years,RATE_PER_100000,5.05,,
792,TÃ¼rkiye,2019,Male,65 to 74 years,RATE_PER_100000,5.62,,
792,TÃ¼rkiye,2019,Male,Total years,RATE_PER_100000,3.61,2.43,5.42
834,United Republic of Tanzania,2019,Total,35 to 44 years,RATE_PER_100000,6.15,,
834,United Republic of Tanzania,2019,Total,55 to 64 years,RATE_PER_100000,17.65,,
834,United Republic of Tanzania,2019,Female,15 to 19 years,RATE_PER_100000,1.31,,
762,Tajikistan,2019,Total,85 plus years,RATE_PER_100000,28.46,,
762,Tajikistan,2019,Total,Total years,RATE_PER_100000,4.28,2.63,6.41
762,Tajikistan,2019,Female,85 plus years,RATE_PER_100000,22.12,,
762,Tajikistan,2019,Female,Total years,RATE_PER_100000,2.83,1.74,4.36
762,Tajikistan,2019,Male,15 to 19 years,RATE_PER_100000,4.3,,
762,Tajikistan,2019,Male,15 to 29 years,RATE_PER_100000,5.93,,
795,Turkmenistan,2019,Female,15 to 24 years,RATE_PER_100000,5.53,,
795,Turkmenistan,2019,Female,25 to 34 years,RATE_PER_100000,3.01,,
834,United Republic of Tanzania,2019,Female,15 to 29 years,RATE_PER_100000,1.44,,
834,United Republic of Tanzania,2019,Female,35 to 44 years,RATE_PER_100000,2.37,,
834,United Republic of Tanzania,2019,Female,55 to 64 years,RATE_PER_100000,8.42,,
834,United Republic of Tanzania,2019,Female,75 to 84 years,RATE_PER_100000,25.99,,
834,United Republic of Tanzania,2019,Male,30 to 49 years,RATE_PER_100000,9.89,,
834,United Republic of Tanzania,2019,Male,35 to 44 years,RATE_PER_100000,9.95,,
834,United Republic of Tanzania,2019,Male,45 to 54 years,RATE_PER_100000,15.56,,
834,United Republic of Tanzania,2019,Male,85 plus years,RATE_PER_100000,336.65,,
800,Uganda,2019,Total,15 to 24 years,RATE_PER_100000,3.36,,
800,Uganda,2019,Total,45 to 54 years,RATE_PER_100000,14.66,,
800,Uganda,2019,Total,65 to 74 years,RATE_PER_100000,42.54,,
800,Uganda,2019,Total,Total years,RATE_PER_100000,4.59,2.72,7.3
795,Turkmenistan,2019,Female,30 to 49 years,RATE_PER_100000,2.42,,
795,Turkmenistan,2019,Female,65 to 74 years,RATE_PER_100000,6.76,,
795,Turkmenistan,2019,Female,75 to 84 years,RATE_PER_100000,8.3,,
795,Turkmenistan,2019,Male,15 to 19 years,RATE_PER_100000,9.69,,
800,Uganda,2019,Female,15 to 19 years,RATE_PER_100000,1.12,,
800,Uganda,2019,Female,15 to 24 years,RATE_PER_100000,1.21,,
800,Uganda,2019,Female,55 to 64 years,RATE_PER_100000,9.02,,
800,Uganda,2019,Female,75 to 84 years,RATE_PER_100000,25.72,,
795,Turkmenistan,2019,Male,65 to 74 years,RATE_PER_100000,11.87,,
795,Turkmenistan,2019,Male,Total years,RATE_PER_100000,8.77,6.17,12.1166
626,Timor-Leste,2019,Total,35 to 44 years,RATE_PER_100000,4.5,,
626,Timor-Leste,2019,Total,55 to 64 years,RATE_PER_100000,6.49,,
776,Tonga,2019,Female,15 to 19 years,RATE_PER_100000,3.7,,
776,Tonga,2019,Female,15 to 24 years,RATE_PER_100000,3.69,,
776,Tonga,2019,Female,Total years,RATE_PER_100000,2.61,1.49,4.23
780,Trinidad and Tobago,2019,Total,55 to 64 years,RATE_PER_100000,8.77,,
780,Trinidad and Tobago,2019,Female,45 to 54 years,RATE_PER_100000,2.49,,
780,Trinidad and Tobago,2019,Male,55 to 64 years,RATE_PER_100000,15.81,,
788,Tunisia,2019,Total,30 to 49 years,RATE_PER_100000,4.42,,
788,Tunisia,2019,Total,35 to 44 years,RATE_PER_100000,4.45,,
788,Tunisia,2019,Female,85 plus years,RATE_PER_100000,5.79,,
788,Tunisia,2019,Female,Total years,RATE_PER_100000,1.92,0.95,3.28
788,Tunisia,2019,Male,15 to 24 years,RATE_PER_100000,4.75,,
788,Tunisia,2019,Male,85 plus years,RATE_PER_100000,21.91,,
792,TÃ¼rkiye,2019,Total,25 to 34 years,RATE_PER_100000,2.8,,
792,TÃ¼rkiye,2019,Total,65 to 74 years,RATE_PER_100000,3.45,,
792,TÃ¼rkiye,2019,Total,Total years,RATE_PER_100000,2.4,1.6,3.59
792,TÃ¼rkiye,2019,Female,15 to 24 years,RATE_PER_100000,2.4,,
792,TÃ¼rkiye,2019,Female,25 to 34 years,RATE_PER_100000,1.17,,
792,TÃ¼rkiye,2019,Female,35 to 44 years,RATE_PER_100000,1.12,,
792,TÃ¼rkiye,2019,Female,85 plus years,RATE_PER_100000,3.58,,
792,TÃ¼rkiye,2019,Male,15 to 24 years,RATE_PER_100000,3.3,,
792,TÃ¼rkiye,2019,Male,25 to 34 years,RATE_PER_100000,4.4,,
792,TÃ¼rkiye,2019,Male,35 to 44 years,RATE_PER_100000,5.27,,
792,TÃ¼rkiye,2019,Male,45 to 54 years,RATE_PER_100000,5.39,,
834,United Republic of Tanzania,2019,Total,75 to 84 years,RATE_PER_100000,50.18,,
834,United Republic of Tanzania,2019,Female,25 to 34 years,RATE_PER_100000,1.66,,
834,United Republic of Tanzania,2019,Female,65 to 74 years,RATE_PER_100000,16.28,,
834,United Republic of Tanzania,2019,Female,85 plus years,RATE_PER_100000,74.4,,
834,United Republic of Tanzania,2019,Male,15 to 24 years,RATE_PER_100000,5.13,,
834,United Republic of Tanzania,2019,Male,55 to 64 years,RATE_PER_100000,27.83,,
834,United Republic of Tanzania,2019,Male,Total years,RATE_PER_100000,6.58,4,10.1337
800,Uganda,2019,Total,15 to 19 years,RATE_PER_100000,2.67,,
800,Uganda,2019,Total,30 to 49 years,RATE_PER_100000,6.59,,
800,Uganda,2019,Total,35 to 44 years,RATE_PER_100000,6.21,,
800,Uganda,2019,Female,15 to 29 years,RATE_PER_100000,1.26,,
800,Uganda,2019,Female,30 to 49 years,RATE_PER_100000,1.9,,
800,Uganda,2019,Female,45 to 54 years,RATE_PER_100000,3.95,,
800,Uganda,2019,Female,Total years,RATE_PER_100000,1.68,0.956,2.78
800,Uganda,2019,Male,35 to 44 years,RATE_PER_100000,10.83,,
800,Uganda,2019,Male,Total years,RATE_PER_100000,7.59,4.53,11.9672
804,Ukraine,2019,Total,15 to 24 years,RATE_PER_100000,12.31,,
834,United Republic of Tanzania,2019,Total,65 to 74 years,RATE_PER_100000,31.53,,
834,United Republic of Tanzania,2019,Total,85 plus years,RATE_PER_100000,159.87,,
834,United Republic of Tanzania,2019,Total,Total years,RATE_PER_100000,4.27,2.57,6.63
834,United Republic of Tanzania,2019,Male,15 to 29 years,RATE_PER_100000,5.98,,
834,United Republic of Tanzania,2019,Male,25 to 34 years,RATE_PER_100000,7.98,,
834,United Republic of Tanzania,2019,Male,65 to 74 years,RATE_PER_100000,51.06,,
834,United Republic of Tanzania,2019,Male,75 to 84 years,RATE_PER_100000,88.52,,
800,Uganda,2019,Total,75 to 84 years,RATE_PER_100000,64.05,,
800,Uganda,2019,Female,25 to 34 years,RATE_PER_100000,1.41,,
800,Uganda,2019,Female,35 to 44 years,RATE_PER_100000,1.96,,
800,Uganda,2019,Female,65 to 74 years,RATE_PER_100000,16.79,,
800,Uganda,2019,Female,85 plus years,RATE_PER_100000,56.96,,
800,Uganda,2019,Male,15 to 24 years,RATE_PER_100000,5.55,,
800,Uganda,2019,Male,30 to 49 years,RATE_PER_100000,11.66,,
800,Uganda,2019,Male,45 to 54 years,RATE_PER_100000,26.08,,
800,Uganda,2019,Male,65 to 74 years,RATE_PER_100000,79,,
626,Timor-Leste,2019,Total,65 to 74 years,RATE_PER_100000,10.74,,
626,Timor-Leste,2019,Female,15 to 24 years,RATE_PER_100000,3.04,,
626,Timor-Leste,2019,Female,85 plus years,RATE_PER_100000,17.6,,
626,Timor-Leste,2019,Female,Total years,RATE_PER_100000,2.02,0.726,3.4
626,Timor-Leste,2019,Male,15 to 29 years,RATE_PER_100000,7.67,,
626,Timor-Leste,2019,Male,25 to 34 years,RATE_PER_100000,7.64,,
626,Timor-Leste,2019,Male,30 to 49 years,RATE_PER_100000,7.2,,
626,Timor-Leste,2019,Male,75 to 84 years,RATE_PER_100000,21,,
626,Timor-Leste,2019,Male,85 plus years,RATE_PER_100000,59.79,,
776,Tonga,2019,Total,25 to 34 years,RATE_PER_100000,5.52,,
776,Tonga,2019,Total,30 to 49 years,RATE_PER_100000,4.79,,
776,Tonga,2019,Total,45 to 54 years,RATE_PER_100000,4.33,,
804,Ukraine,2019,Total,15 to 19 years,RATE_PER_100000,9.39,,
804,Ukraine,2019,Total,75 to 84 years,RATE_PER_100000,30.59,,
804,Ukraine,2019,Female,25 to 34 years,RATE_PER_100000,4.47,,
804,Ukraine,2019,Female,45 to 54 years,RATE_PER_100000,8.14,,
804,Ukraine,2019,Female,55 to 64 years,RATE_PER_100000,6.95,,
804,Ukraine,2019,Female,75 to 84 years,RATE_PER_100000,14.56,,
804,Ukraine,2019,Female,Total years,RATE_PER_100000,6.51,4.63,8.92
804,Ukraine,2019,Male,35 to 44 years,RATE_PER_100000,55.23,,
858,Uruguay,2019,Total,45 to 54 years,RATE_PER_100000,23.12,,
858,Uruguay,2019,Total,65 to 74 years,RATE_PER_100000,29.96,,
858,Uruguay,2019,Total,Total years,RATE_PER_100000,21.243,16.9281,26.2117
858,Uruguay,2019,Female,15 to 24 years,RATE_PER_100000,8.01,,
776,Tonga,2019,Total,75 to 84 years,RATE_PER_100000,10.22,,
776,Tonga,2019,Female,65 to 74 years,RATE_PER_100000,5.55,,
776,Tonga,2019,Male,15 to 19 years,RATE_PER_100000,6.35,,
776,Tonga,2019,Male,25 to 34 years,RATE_PER_100000,8.02,,
776,Tonga,2019,Male,30 to 49 years,RATE_PER_100000,6.99,,
776,Tonga,2019,Male,55 to 64 years,RATE_PER_100000,7.76,,
776,Tonga,2019,Male,65 to 74 years,RATE_PER_100000,9.78,,
776,Tonga,2019,Male,Total years,RATE_PER_100000,5.03,3.06,7.87
800,Uganda,2019,Male,55 to 64 years,RATE_PER_100000,45.84,,
804,Ukraine,2019,Total,30 to 49 years,RATE_PER_100000,29.58,,
804,Ukraine,2019,Female,15 to 29 years,RATE_PER_100000,3.61,,
858,Uruguay,2019,Total,30 to 49 years,RATE_PER_100000,23.59,,
858,Uruguay,2019,Total,35 to 44 years,RATE_PER_100000,24.01,,
858,Uruguay,2019,Female,15 to 19 years,RATE_PER_100000,6.22,,
858,Uruguay,2019,Female,15 to 29 years,RATE_PER_100000,9.15,,
858,Uruguay,2019,Female,25 to 34 years,RATE_PER_100000,10.45,,
780,Trinidad and Tobago,2019,Total,45 to 54 years,RATE_PER_100000,10.21,,
780,Trinidad and Tobago,2019,Total,85 plus years,RATE_PER_100000,13.2,,
780,Trinidad and Tobago,2019,Total,Total years,RATE_PER_100000,8.68,5.67,12.6132
780,Trinidad and Tobago,2019,Female,15 to 24 years,RATE_PER_100000,8.34,,
780,Trinidad and Tobago,2019,Female,15 to 29 years,RATE_PER_100000,6.89,,
780,Trinidad and Tobago,2019,Female,25 to 34 years,RATE_PER_100000,5.39,,
780,Trinidad and Tobago,2019,Female,30 to 49 years,RATE_PER_100000,4.56,,
780,Trinidad and Tobago,2019,Female,65 to 74 years,RATE_PER_100000,2.62,,
858,Uruguay,2019,Male,55 to 64 years,RATE_PER_100000,46.07,,
840,United States of America,2019,Total,45 to 54 years,RATE_PER_100000,19.98,,
840,United States of America,2019,Total,65 to 74 years,RATE_PER_100000,17.25,,
840,United States of America,2019,Female,15 to 24 years,RATE_PER_100000,6.15,,
840,United States of America,2019,Female,25 to 34 years,RATE_PER_100000,9.77,,
840,United States of America,2019,Female,45 to 54 years,RATE_PER_100000,11.07,,
840,United States of America,2019,Female,55 to 64 years,RATE_PER_100000,11.11,,
840,United States of America,2019,Female,65 to 74 years,RATE_PER_100000,7.39,,
840,United States of America,2019,Female,75 to 84 years,RATE_PER_100000,5.78,,
840,United States of America,2019,Male,55 to 64 years,RATE_PER_100000,31.82,,
840,United States of America,2019,Male,75 to 84 years,RATE_PER_100000,37.13,,
840,United States of America,2019,Male,85 plus years,RATE_PER_100000,44.99,,
